Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
46,46,1,-78.0,0,10.0,-1,0.0,0.0,1,-78.0,5,0.0,SAT,,0.026,
47,47,1,-43.0,0,10.0,-1,0.0,0.0,1,-43.0,5,0.0,SAT,,0.026,
48,48,1,-78.0,0,10.0,-1,0.0,0.0,1,-78.0,5,0.0,SAT,,0.027,
49,49,1,-54.0,0,10.0,-1,0.0,0.0,1,-54.0,5,0.0,SAT,,0.026,
50,50,1,-62.0,0,10.0,-1,0.0,0.0,1,-62.0,5,0.0,SAT,,0.03,
51,51,1,-83.0,0,10.0,-1,0.0,0.0,1,-83.0,5,0.0,SAT,,0.026,
52,52,1,-34.0,0,10.0,-1,0.0,0.0,1,-34.0,5,0.0,SAT,,0.027,
53,53,1,-77.0,0,10.0,-1,0.0,0.0,1,-77.0,5,0.0,SAT,,0.027,
54,54,1,-45.0,0,10.0,-1,0.0,0.0,1,-45.0,5,0.0,SAT,,0.027,
55,55,1,-71.0,0,10.0,-1,0.0,0.0,1,-71.0,6,0.0,SAT,,0.027,
56,56,1,-7.0,0,10.0,-1,0.0,0.0,1,-7.0,6,0.0,SAT,,0.026,
57,57,1,-24.0,0,10.0,-1,0.0,0.0,1,-24.0,6,0.0,SAT,,0.026,
58,58,1,-69.0,0,10.0,-1,0.0,0.0,1,-69.0,6,0.0,SAT,,0.029,
59,59,1,-37.0,0,10.0,-1,0.0,0.0,1,-37.0,6,0.0,SAT,,0.028,
60,60,1,-72.0,0,10.0,-1,0.0,0.0,1,-72.0,6,0.0,SAT,,0.026,
